pwsid,pws_name
WV3301022,MEADOW BRIDGE TOWN OF
WI6120250,PRAIRIE DU CHIEN WATERWORKS
WV3300406,WVAW- GASSAWAY
WV3301607,HARDY COUNTY PSD 220 SOUTH
TX1700758,YESTERDAYS CROSSING
TX1840027,CITY OF WILLOW PARK
TX1840130,SADDLE CLUB ESTATES
TX1870016,BEACON BAY MARINA AND RV PARK
AR0000102,LOCUST BAYOU WATER ASSOCIATION
AR0000165,CARTHAGE WATER AND SEWER
AR0000377,JOINER RURAL WATER
AR0000780,LAKE LUCERNE ESTATES
AR0000792,SOUTHERN HILLS WATER SYSTEM
VA5089712,ROCKHILL SUBDIVISION
TX1740011,ETOILE WSC
AL0001716,MARION COUNTY PUBLIC WATER AUTHORITY
VA5117378,HICKS HILL SUBDIVISION
WY5601507,MEADOW SPRINGS IMP & SERV
VA5089955,WOODLAND AVENUE EXT
VA5143394,MOUNT CROSS ROAD
UTAH14064,SUNSET VIEW ESTATES WATER COMPANY
UTAH18051,WEBB WELL WATER USERS
UTAH21011,MONROE CITY
WI2650148,INSPIRATION MINISTRIES & MEADOWS APTS
WI4380436,COLEMAN WATERWORKS
WY5601607,W BAR K MOBILE HOME PARK
WA5313560,OLYMPIC CORRECTIONS CENTER
WI1130247,MT HOREB WATERWORKS
VA5143861,VISTA POINTE LANDING
VT0005001,TRI TOWN WATER DISTRICT
VT0005538,RIVER ROAD APARTMENTS
VT0005017,NORTH BENNINGTON WATER DEPT
VT0005347,COBURN MHP
WV3302703,GALLIPOLIS FERRY
WI6180285,HILLCREST ESTATES MHP
TX1012865,KINGS MANOR MUD
WI7641621,LOWENSTINE FUND CORPORATION
TX1013034,NORTHWEST HARRIS COUNTY MUD 32
TX1013200,CEDAR CREEK FOREST MOBILE HOME COMMUNITY
TX1013298,NORTH HARRIS COUNTY REGIONAL WATER AUTHO
TX1013378,HARRIS COUNTY MUD 432
VA6047230,FOREST VIEW SUBDIVISION
TX2200011,CITY OF FOREST HILL
TX2200100,BLUE MOUND ESTATES
WY5601609,RAFTER D IMPROVEMENT & SERVICE DISTRICT
TX1900001,CITY OF EMORY
TX1900009,SOUTH RAINS SUD
AR0000658,GILLHAM REGIONAL WATER DIST
WV3304115,LESTER MUNICIPAL WATER WORKS
WV3303308,PAW PAW WATER WORKS
WV3304111,WVAWC GLADE SPRINGS DISTRICT
WV3304602,MOUNTAIN VIEW WATER ASSOC
WV3304912,HODGESVILLE PSD LORENTZ SYSTEM
TX1013084,SUGARBERRY PLACE
TX2200162,CHART HOUSE CONDOMINIUM
AK2260325,TOGIAK WATER SYSTEM
AK2262319,NAPAKIAK W.S. CENTRAL WELL
AK2271033,ATMAUTLUAK WATER SYSTEM
TX2210013,DYESS AIR FORCE BASE
AK2291130,TATITLEK WATER SYSTEM
AK2291499,GLENNALLEN WATER WORKS
VT0020098,ORCHARD COMMONS
TX2200293,BENBROOK VILLAGE MHP
UTAH25007,ALPINE CITY
UTAH25137,CEDAR HILLS TOWN WATER SYSTEM
VA6177300,SPOTSYLVANIA COUNTY UTILITIES
UTAH27016,SANTA CLARA CITY
UTAH29015,RIVERDALE CITY WATER SYSTEM
UTAH29016,ROY CITY WATER SYSTEM
UTAH29021,UINTAH HIGHLANDS IMPROVEMENT DISTRICT
UTAH29022,WASHINGTON TERRACE CITY WATER SYSTEM
WA5326647,FROST ROAD PARK
VA3181400,"DENDRON, TOWN OF"
WI1220107,LANCASTER WATERWORKS
FL6531396,PINE RIDGE ESTATES
FL6531572,SADDLEBAG LAKE RESORT
VA4057566,MARYFIELD SUB.
FL3351566,LEESBURG EAST (2WPS)
FL3354656,LAKE IDLEWILD UTILITY COMPANY
FL4500466,LAKE CLARKE SHORES
IA2525010,DAWSON WATER WORKS
WA5341640,MARQUEZ MOBILE HOME PARK
VT0020562,NORTH HERO WATER SYSTEM
VT0020889,CASTLETON FIRE DISTRICT 3
WI4590465,WITTENBERG WATERWORKS
WI1140057,MAYVILLE WATERWORKS
VT0020471,OLCOTT FALLS MANOR MHP
VT0020962,BUTTERFIELD COMMON SENIOR HOUSING
FL3351455,WEKIVA FALLS RESORT
AZ0410282,HIGH CHAPARRAL WATER COOP
AZ0410312,SAHUARITA WATER COMPANY
AZ0411201,NORTHERN SECTION 4 COOP
AZ0411556,SKYLINE RESORT RV PARK
AZ0413202,COLDWATER CANYON 3
VA4075735,JAMES RIVER CORRECTIONAL CTR
VA4101900,"WEST POINT, TOWN OF"
GA1270155,TIDEWATER ESTATES MHP
GA1270190,HUNTER`S POINT SUBDIVISION
AZ0412001,EPCOR - TUBAC
AZ0411324,INDIAN HILLS ESTATES
GA1350004,GWINNETT CO. DEPT. OF WATER RESOURCES
GA1390012,LEISURE LAKE CONDO. ASSOC.INC.
GA1470052,MCMULLEN SUBDIVISION
GA1750017,HEART OF BUCKEYE
GA1850049,DEERWOOD TRAILER ESTATES HOA
GA1730015,BANKS LAKE POINTE SUBDIVISION
GA1850067,PECAN GROVE MOBILE HOME PARK
CA1300629,JACKSON HIDE-A-WAY
IA3073001,SUPERIOR WATER SYSTEM
IA3307065,ARLINGTON WATER SUPPLY
IA3544301,DORELL DRIVE HOME OWNERS ASSOCIATION
IA3900301,LAKE PANORAMA WATER COMPANY
CA3010002,CITY OF BREA
CA3010036,CITY OF SAN CLEMENTE
WI1570112,WEST BARABOO WATERWORKS
CA1400006,PINE CREEK VILLAGE
CA1400518,VAN LOON WATER ASSOCIATION
CA1410002,LADWP - INDEPENDENCE
GA1850065,HIDDEN VILLAGE SUBDIVISION
GA1850068,INDIAN LAKE HEIGHTS S/D
CA3110010,TAHOE CITY PUD - MAIN
CT0429121,EAST HAMPTON WPCA - ROYAL OAKS SYSTEM
WI1530061,LONE ROCK WATERWORKS
CA4400652,"CATHEDRAL HILLS MWC, INC"
CT0520011,CTWC - UNIONVILLE SYSTEM
FL3420408,SALT SPRINGS VILLAGE
FL3420781,COMMERCE PARK SUN ESTATES 2
FL3421118,SANDY ACRES
FL3421467,WHISPERING OAKS MHP
FL3424032,OAKHURST SUBDIVISION
GA1870085,BLUERIDGE OVERLOOK SUBDIVISION
GA1870086,MILL CREEK STATION
FL6290758,HI PINES MOBILE HOME PARK
FL6291280,OAK HILL VILLAGE MHP
IA4465093,OLDS MUNICIPAL WATER DEPT
IA5059601,SUNRISE TERRACE MHC
IA5200347,RIVERVIEW ESTATES
IA5200891,LAKE CREST MANOR HOA #3
IA5260017,OXFORD WATER SUPPLY
IA5159001,MAHARISHI VEDIC CITY WATER SUPPLY
FL6604862,LITTLE SUMTER UTILITIES 3WPS
GA0250000,HOBOKEN
GA1970000,BUENA VISTA
CO0246201,DALLAS MEADOWS COMMUNITY ASSOC
IA4953078,MILES WATER DEPARTMENT
IA5722053,COGGON WATER DEPARTMENT
GA2050034,MITCHELL COUNTY WATER SYSTEM
GA2130000,CHATSWORTH
ID3140060,H AND L PARK
CA3301115,CHIRIACO SUMMIT WATER DIST.
CA3310081,PALM SPRINGS CREST
CA0103041,TRAILER HAVEN MOBILE HOME PARK
CA5601116,SAN CAYETANO MUTUAL WATER CO
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT
CA1910065,"LONG BEACH-CITY, WATER DEPT."
CA1910084,MAYWOOD MUTUAL WATER CO. #1
CA1910096,SANTA CLARITA VALLEY W.A.-NEWHALL DIV.
CA4500200,AMBERWOOD MOBILE HOME PARK
CA4510004,"SHASTA CSA - JONES VALLEY, #6"
CA4510014,BELLA VISTA WATER DISTRICT
CA4810024,SID - BLUE RIDGE OAKS
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC)
CT0743011,BANTAM VILLAGE
GA2370051,EAGLES NEST/PARKS MILL LANDING S/D
ID3140051,KIMPTON ACRES THIRD SUBD
AZ0420606,LA CASITA WATER COMPANY 3
CT0670021,ABBY WATER LLC
ID3380019,LAZY RIVER MOBILE HOME PARK 1
CA5602130,SOLANO VERDE MUTUAL WATER CO
CO0107352,HOOVER HILLS WSD
CO0107485,LONGMONT CITY OF
CO0107502,MAPLE GROVE WD
CO0110025,LAWSON TC
CO0110040,ST MARYS GLACIER WSD
CT0030051,AH 3 LLC
FL5084110,NHC UTILITIES INC
FL6084075,"KNIGHT ISLAND UTILITIES, INC."
GA0250006,WHISPERING PINES SUBDIVISION
FL3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS)
FL3590762,LITTLE WEKIVA ESTATES
FL3590823,MEREDITH MANOR (CONSEC.)
FL6296005,MIRACLES OUTREACH CDC
FL6382116,YANKEETOWN WTP
FL6424371,SATEKE VILLAGE
IA6525090,GLENWOOD MUNICIPAL UTILITIES
IA6469042,MARSHALLTOWN WATER WORKS
IA7341059,COLLEGE SPRINGS WATER SUPPLY
IA7709395,GREENWOOD ACRES WATER CO.
IA7709601,AUTUMN RIDGE ESTATES MHP
GA0270006,SHADY ACRES SUBDIVISION
GA0290092,VICTORIA PLACE SUBDIVISION
GA0310033,TANKERSLEY-WINFIELD
GA0310168,MEADOW LAKES PLANTATION SUBDIVISION
GA0310171,DEERFIELD SUBDIVISION
GA0310204,WESTOVER SUBDIVISION
GA0310220,PARKWAY PLACE SUBDIVISION
CO0112100,BLANCA TOWN OF
IA7568079,REMSEN MUNICIPAL UTILITIES
CT1600101,"NATURAL PARK APARTMENTS, LLC"
GA0510033,THE LANDINGS SUBDIVISION
CA0310021,AWA - CAMANCHE VILLAGE
GA2990000,MANOR WATER ASSOCIATION
GA3050086,ALTAMAHA ACRES
HI0000217,HANA
HI0000401,ANAHOLA
ID4200049,SUMMERWIND WATER USERS
ID5240009,GOODING CITY OF
ID5420089,KANAKA RAPIDS RANCH WATER SYSTEM INC
ID6060078,SOUTH PARK WATER AND SEWER
ID6060099,SNAKE RIVER VIEW ESTATES
ID7100067,PANORAMA HILLS WATER COMPANY
GA3030006,TENNILLE
HI0000135,WAIKOLOA
IA0345054,LANSING WATER SUPPLY
CA3600071,CHAMISAL MWC
CA3600504,KNOLL ENTERPRISES
CA3600180,NAVAJO MWC
CA0300078,IONE BAND OF MIWOK INDIANS
CO0115188,CRAWFORD TOWN OF
CA2210924,YOSEMITE WEST WATER SYSTEM
CA2410002,CITY OF DOS PALOS
CT0090114,ELMWOOD COURT LLC
CT0878021,ELDRIDGE ELDERLY HOUSING
FL6092199,SPRING GARDENS
CO0115342,HIDDEN VALLEY HOA WATER COMPANY
CO0104700,PIEDRA PARK MD
CO0118060,SEDALIA WSD
CO0120384,INDEPENDENCE WSD
CO0121930,WOODMEN HILLS MD
CO0130843,WILLOWBROOK WSD
CO0134338,HEARTWOOD CO OP HOUSING
CO0135291,FT COLLINS CITY OF
CO0149671,REDSTONE WSD
CT0210011,AQUARION WATER CO OF CT-FALLS VILLAGE
DE0000125,VOSHELLS COVE PUMP DISTRICT
DE0000275,COUNTRY REST HOME
DE0000276,STOCKLEY CENTER
CA0710001,CITY OF ANTIOCH
CO0113300,CROWLEY TOWN OF
CO0123605,PEACH VALLEY ORCHARD SUBD
CO0123670,RIVERVIEW SUBD
CO0132015,SEIBERT TOWN OF
CO0135343,HICKORY VILLAGE
FL6094871,GREENBRIAR I
FL6094933,CITRUS CO UTL/WATER OAKS S/D
IA8271301,STONEY CREEK SUBDIVISION
FL2380387,FOWLERS BLUFF WTP
FL3641041,TOWN OF PONCE INLET
FL4060787,"LAUDERHILL, CITY OF"
IA0467008,MORAVIA PUBLIC WATER SUPPLY
FL6424706,THE HAVEN HOUSE AT OCALA
FL6510461,DIXIE GROVES ESTATES
FL3644157,TOSCANA SUBDIVISION
FL4061129,"POMPANO BEACH, CITY OF"
FL6510424,DADE CITY WATER DEPT
FL6510760,PCUD-HICKORY HILL (EAST PASCO)
FL6521576,SAFETY HARBOR WATER DEPT
IA9133601,NORTH AMERICAN MOBILE HOME PARK
IA9147047,MARTENSDALE WATER SUPPLY
IA9209043,BRIGHTON MUNICIPAL WATER SUPPLY
IA9433349,DEERWOOD ESTATES UTILITIES
GA0690018,EVANS TRAILER PARK  #2
GA0690063,POWELL MOBILE HOME PARK
GA0870061,FEDERATED TRUST SUBDIVISION WATER SYS.
GA1030095,CONIFER CROSSING/PINE HILL
GA1030101,DEERWOOD S/D-GREEN PEACE RV PK
CA1000018,EASTON ESTATES WATER COMPANY
IA0721014,ELK RUN HEIGHTS WATER SUPPLY
IA0800601,MAPLE GROVE MHC
IA1031044,HAZLETON WATER SUPPLY
GA0730001,GROVETOWN
GA0810021,COMMUNITY WATER SYSTEM
IA9276096,WELLMAN MUNICIPAL WATERWORKS
IA9766041,PIERSON WATER SUPPLY
IA0737062,HUDSON WATER SUPPLY
FL6515161,ST. LEO UNIVERSITY
GA1030030,WHISPERING PINES RV PARK
IA1178800,LAKE CREEK HOMEOWNERS ASSOCIATION
IA1689022,TIPTON WATER SUPPLY
IA1833060,LARRABEE MUNICIPAL WATER WORKS
IA2228037,FARMERSBURG WATERWORKS
IA2341099,GRAND MOUND WATER SUPPLY
AZ0407092,"GILBERT, TOWN OF"
AZ0410074,MESALAND WATER COMPANY
CA3610013,"LOMA LINDA, CITY OF"
CA3900649,GLENWOOD MOBILE HOME PARK
CA1000345,PANOCHE WATER DISTRICT
CA1000546,FCSA #49/ FIVE POINTS
CA1000277,ELM COURT
AZ0409009,CLAY SPRINGS DWID
AZ0408057,BEAVER DAM FILLING STATION
AZ0409086,SWEETWATER RANCH - TOWN OF TAYLOR
AZ0408059,MT TIPTON WATER COMPANY
AZ0408038,VALLEY PIONEERS WATER COMPANY INC
AZ0408039,WHITE HILLS WATER COMPANY UNITS 3 4 6
CA2700511,NORMCO WC
CA2700674,PARADISE LAKE MUTUAL WATER CO.
CA2701800,TULARCITOS MWC
CA2702094,BLACKIE RD WS #18
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM
CA5400682,PLAINVIEW MWC - CENTRAL WATER
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP
FL4131312,SILVER PALM MOBILE HOMES
MD0040011,PRINCE FREDERICK
ME0094694,DIPPER COVE ASSOCIATION
ME0095550,BIRCHWOOD TRAILER PARK
ME0095560,PIPER STREAM MOBILE HOME PARK
ME0095640,HOMESTEAD ESTATES LLC
VA5037200,"DRAKES BRANCH, TOWN OF"
CA5010005,CITY OF MODESTO - SALIDA
VA5117450,MERRYMOUNT SUBDIVISION
LA1019029,CITY OF LAKE CHARLES WATER SYSTEM
VA6047038,CEDARBROOKE SUBDIVISION
VA6047851,WESTLAKES SUBDIVISION
PA4070021,TYRONE BORO WATER AUTH
PA4070031,FREDERICKSBURG WATER ASSN
PA4070047,SPROUL WATER ASSN
LA1053005,TOWN OF LAKE ARTHUR WATER SYSTEM
CA2701687,VALLEY OAKS MHP WS
VA5089700,RIDGEWAY TRAILER PARK
LA1019131,SUGARCANE TOWNES WATER SYSTEM
DE0001254,"CROSSWINDS MHP, LLC"
LA1055199,LPWDN WILDERNESS TRAIL
LA1077009,"FORDOCHE, TOWN OF"
MD0040210,PINE TRAILER PARK
MD0050002,TOWN OF FEDERALSBURG
MD0060017,WAKEFIELD VALLEY
MD0080012,POMONKEY WATER COMPANY - FORD HEIGHTS
MD0080049,WALDORF - CHARLES COUNTY DPW
MD0080064,CHAPEL POINT WDS/ JUDE HOUSE/ COMM CTR
MD0090220,DORCHESTER COUNTRY ESTATES M.H.P.
IL0035030,IL AMERICAN-CAIRO
MA1137000,HOLYOKE WATER WORKS
MA1289004,SUGARBUSH MEADOWS
MA1329000,WESTFIELD WATER DEPT
MI0000100,ALBION
MI0000140,"ALMA, CITY OF"
MI0000715,BINGHAM FARMS
MI0000800,"BOYNE CITY, CITY OF"
KS2009902,"BARTLETT, CITY OF"
KS2017308,"WICHITA, CITY OF"
LA1055195,CITY OF YOUNGSVILLE PURCHASE WS
LA1059017,EAST JENA WATER SYSTEM INC.
LA1073058,INDIAN VILLAGE WATER SYSTEM
KS2016112,"MANHATTAN, CITY OF"
KS2017323,MCCONNELL AFB
LA1103154,ST TAM PARISH -  ST GERTRUDE
IL0190080,HERITAGE OF RANTOUL
IL0190600,AQUA ILLINOIS-PHILO
IL0275230,HOFFMAN RURAL WATER COMPANY
IL0310600,CRESTWOOD
IL0310990,GLENCOE
IL0311290,HOFFMAN ESTATES
IL0312490,PHOENIX
IL0312730,ROLLING MEADOWS
IL0314890,SCHAUMBURG
KS2017315,SEDGWICK CO RWD 2
LA1103088,CENTRAL PARK SUBDIVISION
LA1103157,TOWN OF PEARL RIVER
IL0150300,SHANNON
IL0330150,OBLONG
IL0350150,NEOGA
IL0370200,HINCKLEY
IL0535100,STELLE COMMUNITY ASSN
KS2019113,"MULVANE, CITY OF"
LA1103171,LAKESHORE ESTATES
MA1339000,WILBRAHAM WATER DEPT (MWRA)
ID7100201,3D WATER ASSOCIATION
ID7100184,MILLER COUNTRY ESTATES
IL0050200,POCAHONTAS
MA3073000,DEDHAM WESTWOOD WATER DIST.
MI0001552,COLONY BAY CONDOMINIUMS
MI0002530,GALESBURG
MI0003120,HERMANSVILLE HOUSING COMM.
MI0003925,BLUE LAKE RESIDENCES
ID7260018,JENCO ACRES
MI0006901,"CLEAN WATER ASSOCIATION, INC."
MI0007067,WHITE OAKS CONDOMINIUMS
IL0370350,MALTA
KS2017342,"ANDALE, CITY OF"
KS2018301,"GAYLORD, CITY OF"
KS2018502,"ST JOHN, CITY OF"
LA1123001,EPPS WATER SYSTEM
MI0040176,SILVER SHORES MOBILE HOME PARK
IL0630030,HAWTHORN ESTATES SUBDIVISION
IL0415150,EGYPTIAN TRAIL WATER CORP
IL0750700,ONARGA
IL0750950,WELLINGTON
IL0810150,BONNIE
IL0955200,AQUA ILLINOIS-OAK RUN
IL0975790,LAKE COUNTY PUBLIC WATER DISTRICT
IL1190150,BETHALTO
IL1330020,FOUNTAIN WATER DISTRICT
ME0090811,LAKE ARROWHEAD COMMUNITY INC
ME0090880,LIVERMORE FALLS WATER DISTRICT
MA3315000,WAYLAND WATER DEPARTMENT
ME0091030,MONSON UTILITIES DISTRICT
IL0570550,IPAVA
IL0590350,SHAWNEETOWN
MA4018000,TOWN OF AVON
MA4072000,DARTMOUTH WATER DIVISION
ME0091055,NARRAGUAGUS ESTATES
ME0092366,ELWELL FARMS
MA4123000,HANSON WATER DEPARTMENT
MI0040266,OAKFIELD MOBILE HOME PARK
MI0040498,VIKING RIVER MOBILE HOME PARK
MI0040592,SANDHILL ESTATES
MI0040670,PINE LAKES MANUFACTURED HOMES
IL1415300,LINDENWOOD WATER ASSOCIATION
IL1490050,BARRY
IL1570250,EVANSVILLE
IL1670060,OAKWOOD ESTATES
IL1675300,SUGAR CRK PWD
MA4036002,NORTH SAGAMORE WATER DISTRICT
ME0091410,SANFORD WATER DISTRICT
IL1590150,NOBLE
MI0040480,WOOD VALLEY
MI0040601,PINE RIDGE MOBILE HOME COMMUNITY
KY0910314,NICHOLAS CO WATER DISTRICT
IL1990200,COLP
IN5225001,AKRON WATER DEPARTMENT
LA1005085,RIVERLANDS APARTMENTS
IN5231001,CORYDON WATER WORKS
IN5234010,SOUTHWEST CIVIC SHAREHOLDERS ASSOCIATION
IN5238008,REDKEY WATER PLANT
IN5242006,FREELANDVILLE WATER ASSOCIATION
NC0180060,"EAST SPENCER, TOWN OF"
NC0180187,WESTWOOD MHP & S/D
MS0270024,HUMPHREYS CO-TCHULA LAKE #7
MS0290004,HOUSTON-PALESTINE WATER ASSOC
MT0002486,HILDRETH SUBDIVISION NO 2
KY1020253,LIVINGSTON MUNICIPAL WATER WORKS
KY1040210,JAMESTOWN MUNICIPAL WATER WORKS
KY1140038,BOWLING GREEN MUNICIPAL UTILITIES
IN5228006,LYONS WATER UTILITY
LA1009005,TOWN OF COTTONPORT WATER SYSTEM
LA1015018,VILLAGE WATER SYSTEM
LA1013014,SALINE WATER SYSTEM
MT0002988,NORTH HAVRE COUNTY WATER DIST
MT0003043,MOBILE CITY HOME PARK NO 2
IN5258002,RISING SUN UTILITIES
IN5270007,HOOSIER YOUTH CHALLENGE ACADEMY
IN5271020,UNIVERSITY OF NOTRE DAME
IN5271029,HOLSTON RENTALS
NC0392098,THOMPSON MILLS S/D
NC0392225,NEUSE RIVER VILLAGE MHP
NC0392325,BIRCH FALLS S/D
IN5284022,TRAILS EDGE APTS
IN5288006,POSEY TOWNSHIP WATER CORP.
KS2005114,"ELLIS, CITY OF"
KS2005536,WHITEHURST TRAILER PARK
MO5024617,VERNON COUNTY PWSD 2
MO5030870,COUNTRY TIME ESTATES
MS0420040,PHILLIPSTON WATER ASSOCIATION
IN5262005,TROY WATER UTILITY
IN5275001,HAMLET WATER WORKS
NC0382025,"SALEMBURG, TOWN OF"
NC0392144,BUFFALOE ROAD MHP
NC0392333,TUCKAHOE S/D
MS0440004,TOWN OF CRAWFORD
KS2000704,BARBER CO RWD 2
KS2000708,"SHARON, CITY OF"
KS2001301,"ROBINSON, CITY OF"
KS2001507,"BENTON, CITY OF"
KS2002907,"CONCORDIA, CITY OF"
KS2005110,BUFFALO HILLS PARK
NC0118271,KNOLLS III S/D
NC0118279,PONDEROSA S/D
NC0118287,CRABTREE II S/D
MT0004083,WETTINGTON WATER DISTRICT INC
MT0004572,COBBLESTONE SUBDIVISION
MT0004249,CLARKS LOOKOUT
MT0004537,TURAH MEADOWS
NC0408055,CLEARWATER VALLEY WATER ASSOC
MO5031153,HIDDEN SHORES SUBD
MO5031173,SKY BLUE WATER INC
MO5036109,WADSWORTH PARK UNIT 4 AND 5
MO5048286,GOBBLERS KNOB MHP
MO5190947,HOLIDAY HILLS RESORT
MS0450013,CITY OF RIDGELAND
MS0470105,MARSHALL CO WATER ASSN
MS0490017,HAYS CREEK W/A-NEW LIBERTY
MS0610097,HUDSPETH CENTER
NC0136030,"CHERRYVILLE, CITY OF"
NC0136065,"DALLAS, TOWN OF"
NC0136343,DON`S MHP
NC2049006,SUNDOWN COVE
NC2049042,WINDSTONE CROSSING
NC0424463,LAKELAND VILLAGE S/D
NC0326210,OVERHILLS WATER COMPANY
NC0326341,STONEY POINT WS/FAYETTEVILLE PWC
NC3001008,CANE CREEK S/D
NC3041072,PHEASANT RIDGE S/D
NC3086036,RING CREEK S/D
NC4092005,MERION S/D
NC4092031,JEFFERSON HILL S/D
NC4092083,GREYCLIFF MASTER
NC4092098,TURNER FARMS IX & X
MO1010508,MARYVILLE PWS
NC0136360,BERKLEY OAKS LLC
NC4035018,MEADOW LAKE S/D
NC4092127,LEONE LANDING
MO1010675,RAYMORE PWS
MO1010921,UNITY VILLAGE
MT0004874,MOUNTAIN VIEW TIMBERS HOA
MS0680007,NORTH TALLAHATCHIE W/A
MS0680035,SOUTH QUITMAN-SOUTH TUTWILER
MS0730003,INGOMAR WATER ASSOCIATION
MO1011067,PRATHERSVILLE PWS
MO1024031,BATES COUNTY PWSD 2
MO1031250,PICKERING PLACE
MO1031547,LAKE LAFAYETTE PWS
MO2010271,FAYETTE PWS
MO2010479,LOUISIANA PWS
MO2010753,SPICKARD PWS
MO3010089,BOONVILLE PWS
MT0004987,HIDDEN VALLEY COLONY
MT0005075,NINE MILE CO WATER/SEWER DISTRICT
MO5240546,TWIN OAKS HARBOR
MO6030922,VALLEY LAKE ESTATES
MO1010940,LEVASY PWS
MO2010082,BOGARD PWS
MO6036022,PRAIRIE VIEW ACRES SUBD
MS0770003,CITY OF WAYNESBORO
MS0780010,"TOMNOLEN WATER ASSN, INC"
MT0000517,EL MAR ESTATES MSLA CO WATER
MT0000521,SUN PRAIRIE VILLAGE COUNTY
NC0201018,"MEBANE, CITY OF"
NC0234167,MCBRIDE`S MHP
NC0234183,GRAYSTONE/SMOKERISE WATER SYSTEM
NC0347015,NORTHWEST WATER SUPPLY INC
ND0200882,SIBLEY CITY OF
MO4010073,BISMARCK PWS
NC0155119,DENVER SHORES MHP WATER SYSTEM
NC0118130,IDLEWOOD ACRES WATER SYSTEM
MO6036042,FICKEN HILL SUBD
NC0235102,MONTGOMERY MOBILE ESTATES
NC0118247,VALLEY ACRES S/D
MS0100004,FRENCH CAMP W/A #1
MS0200004,CITY OF LUCEDALE
MS0220003,CITY OF GRENADA
MS0230004,OAK HARBOR
NC0241220,WILSON FARMS/AUBURNDALE
MT0001738,CASCADE COLONY
MT0001779,SAGE CREEK COLONY
NC0160010,CHARLOTTE WATER
NC0279124,WILLIAM`S MHP
NC0279161,BENAJA CROSSING MH S/D
NC0363025,"CARTHAGE, TOWN OF"
NC0368144,FOXBORO ESTATES
MO4010701,GRAYHAWK WATER
MO4010758,STEELE PWS
MO4030289,UPPER BEND ROAD SUBDIVISION
MS0070005,CROSS-ROADS WATER ASSOCIATION
MS0120006,VILLAGE OF PACHUTA
NC0160195,WESTWOOD FOREST MHP
NC0466020,"RICH SQUARE, TOWN OF"
NC0353015,"BROADWAY, TOWN OF"
NC0279035,"STONEVILLE, TOWN OF"
MO4021151,SCOTT COUNTY PWSD 2
MO4021384,WAYNE COUNTY PWSD 3
NC0368148,ORANGE MHP
MO4031453,WESTLAKE MEADOWS SUBDIVISION
MO4031611,NEW HAMBURG SOUTH END
MO4031614,NEW HAMBURG CENTRAL
OH8503512,SMITHVILLE VILLAGE PWS
OH8601912,WILLIAMS CO/HILLSIDE COUNTRY LIVING
OK3006650,ROGERS CO RWD # 3 COT STA
NH2232130,MUIRFIELD CLUSTER
NJ0609001,NJ STATE PRISON BAYSIDE
NJ0614005,UNITED MOBILE HOMES OF VINELAND
NJ0710001,LIVINGSTON TWP DIV OF WATER
NJ0715002,NORTH CALDWELL - HILLTOP
NJ0805001,IONA TRAILER PARK
NJ0809002,NJ AMERICAN WATER - LOGAN
OH8752212,NORTHWESTERN W AND SD-MIDDLETON TWP
OK3006802,GANS UTILITY AUTHORITY
NM3500221,ABIQUIU MDWCA
NM3500321,BARRANCO MDWCA
NM3500904,VAL VERDE 5 PROPERTY OWNERS ASSOCIATION
NM3500430,SUNSET ACRES WATER COMPANY
NY3905708,KENT WD 1
NY1000238,GREENPORT WD NO1
NY1000239,HUDSON CITY
NY1030054,ST. JOSEPHS NOVITIATE(ABC CARE)
CT1410011,CTWC - THOMPSON SYSTEM
CT1479021,VOLUNTOWN HOUSING AUTHORITY
CT1600051,RIDGEVIEW HEIGHTS
OH4800911,OREGON CITY
NY5701546,MOUNTAIN VIEW MOBILE ESTATES - KINGSBURY
NV0005029,GOLCONDA GID
NY5600114,QUEENSBURY WATER DISTRICT
NY5718519,KINGSBURY CARRIAGE COURT
OR4100517,COBBLESTONE MHP
OR4100904,"WOOD VILLAGE, CITY OF"
OR4101159,ZIG ZAG VILLAGE WATER SYSTEM
OR4101208,IDLEWAY IMPROVEMENT DISTRICT
OR4101465,HAWKS POINT
OR4101534,DUPLEX VILLAGE EAST
NH0501010,CONCORD WATER DEPT
NH0612240,WILLOW BEND
OH7001012,EXPRESSVIEW COMM WATER ASSOCIATION
OH7001512,HANLEY ACRES WATER ASSOCIATION
OH7100712,FRANKFORT VILLAGE PWS
NY5821130,ARCADIA-LYONS CSA
NY5800669,ARCADIA MOBILE HOME PARK
OR4100386,CRYSTAL SPRINGS WATER DISTRICT
OR4100462,SKYLANDS WATER COMPANY
OR4100468,GLENWOOD ACRES HOMEOWNERS
OR4100630,ALDER CREEK BARLOW WATER DIST
OR4100533,MITCHELL CITY WATER
OR4100534,"MOLALLA, CITY OF"
NH0202030,ABENAKI WATER/TIOGA  BELMONT
NH0262020,ABENAKI WATER/WHITE ROCK WATER
OK2000211,JET
OR4105567,SUNRIDGE ESTATES
NH0774010,EPSOM HEALTHCARE CTR
NJ0122001,VENTNOR CITY WATER & SEWER UTILITY
NJ1103001,AQUA NJ - HAMILTON SQUARE
OK1021721,CHEROKEE CO. RWD #13
NM3553401,CORONADO VILLAGE COUNTRY CLUB
